pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
3rd,0,male,26,2,0,315151,8.66250038,,Southampton,,NA,
3rd,1,female,4,0,2,315153,22.0249996,,Southampton,2,NA,
3rd,1,male,29,3,1,315153,22.0249996,,Southampton,2,NA,
3rd,1,female,26,1,1,315153,22.0249996,,Southampton,2,NA,
3rd,0,female,1,1,1,350405,12.1833,,Southampton,,NA,
3rd,0,male,18,1,1,350404,7.85419989,,Southampton,,NA,
3rd,0,female,36,0,2,350405,12.1833,,Southampton,,NA,
3rd,0,male,NA,0,0,349253,7.89580011,,Cherbourg,,NA,
3rd,1,male,25,0,0,2654,7.22919989,F E57,Cherbourg,10,NA,
3rd,0,male,NA,0,0,2624,7.2249999,,Cherbourg,,NA,
3rd,0,female,37,0,0,4135,9.58749962,,Southampton,,NA,
3rd,0,male,NA,0,0,349217,7.89580011,,Southampton,,NA,
3rd,1,male,NA,0,0,1601,56.4958,,Southampton,C,NA,
3rd,0,male,NA,0,0,1601,56.4958,,Southampton,,NA,
3rd,1,female,22,0,0,C 7077,7.25,,Southampton,13,NA,
3rd,0,male,NA,0,0,7935,7.75,,Queenstown,,NA,
3rd,1,male,26,0,0,1601,56.4958,,Southampton,14,NA,
3rd,0,male,29,0,0,7545,9.48330021,,Southampton,,NA,
3rd,0,male,29,0,0,347067,7.7750001,,Southampton,,NA,
3rd,0,male,22,0,0,347065,7.7750001,,Southampton,,NA,
3rd,1,male,22,0,0,2620,7.2249999,,Cherbourg,6,NA,
3rd,0,male,NA,3,1,4133,25.4666996,,Southampton,,NA,
3rd,0,female,NA,3,1,4133,25.4666996,,Southampton,,NA,
3rd,0,female,NA,3,1,4133,25.4666996,,Southampton,,NA,
3rd,0,female,NA,3,1,4133,25.4666996,,Southampton,,NA,
3rd,0,female,NA,0,4,4133,25.4666996,,Southampton,,NA,
3rd,0,male,32,0,0,STON/O 2. 3101292,7.92500019,,Southampton,,NA,
3rd,0,male,34.5,0,0,2683,6.4375,,Cherbourg,,196,
3rd,0,female,NA,1,0,370371,15.5,,Queenstown,,NA,
3rd,0,male,NA,1,0,370371,15.5,,Queenstown,,NA,
3rd,0,male,36,0,0,LINE,0,,Southampton,,NA,
3rd,0,male,39,0,0,A/4 48871,24.1499996,,Southampton,,NA,
3rd,0,male,24,0,0,345781,9.5,,Southampton,,NA,
3rd,0,female,25,0,0,347071,7.7750001,,Southampton,,NA,
3rd,0,female,45,0,0,347073,7.75,,Southampton,,NA,
3rd,0,male,36,1,0,349910,15.5500002,,Southampton,A,NA,
3rd,0,female,30,1,0,349910,15.5500002,,Southampton,A,NA,
3rd,1,male,20,1,0,STON/O 2. 3101285,7.92500019,,Southampton,15,NA,
3rd,0,male,NA,0,0,330971,7.87919998,,Queenstown,,NA,
3rd,0,male,28,0,0,1601,56.4958,,Southampton,,NA,
3rd,0,male,NA,0,0,S.O./P.P. 251,7.55000019,,Southampton,,NA,
3rd,0,male,30,1,0,A/5. 3336,16.1000004,,Southampton,,NA,
3rd,0,female,26,1,0,A/5. 3336,16.1000004,,Southampton,,NA,
3rd,0,male,NA,0,0,1222,7.87919998,,Southampton,,153,
3rd,0,male,20.5,0,0,A/5 21173,7.25,,Southampton,,NA,
3rd,1,male,27,0,0,315098,8.66250038,,Southampton,15,NA,
3rd,0,male,51,0,0,347743,7.05420017,,Southampton,,NA,
3rd,1,female,23,0,0,347469,7.85419989,,Southampton,10,NA,
3rd,1,male,32,0,0,350403,7.57919979,,Southampton,15,NA,
3rd,0,male,NA,0,0,349235,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,C.A. 42795,7.55000019,,Southampton,,NA,
3rd,1,female,NA,0,0,370370,7.75,,Queenstown,15,NA,
3rd,1,male,24,0,0,C 17369,7.14169979,,Southampton,13,NA,
3rd,0,male,22,0,0,STON/O 2. 3101275,7.125,,Southampton,,NA,
3rd,0,female,NA,0,0,330924,7.87919998,,Queenstown,,NA,
3rd,0,male,NA,0,0,AQ/4 3130,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,A/S 2816,8.05000019,,Southampton,,NA,
3rd,0,male,29,0,0,STON/O 2. 3101268,7.92500019,,Southampton,,NA,
3rd,1,male,NA,0,0,2677,7.22919989,,Cherbourg,15,NA,
3rd,0,female,30.5,0,0,364850,7.75,,Queenstown,,61,
3rd,1,female,NA,0,0,36866,7.73750019,,Queenstown,16,NA,
3rd,0,male,NA,0,0,2655,7.22919989,F E46,Cherbourg,,NA,
3rd,0,male,35,0,0,349213,7.89580011,,Cherbourg,,NA,
3rd,0,male,33,0,0,349257,7.89580011,,Southampton,,NA,
3rd,1,female,NA,0,0,2649,7.2249999,,Cherbourg,C,NA,
3rd,0,male,NA,0,0,349255,7.89580011,,Cherbourg,,NA,
3rd,1,female,NA,0,0,383123,7.75,,Queenstown,15 16,NA,
3rd,1,male,NA,0,0,367228,7.75,,Queenstown,,NA,
3rd,1,female,NA,2,0,367226,23.25,,Queenstown,16,NA,
3rd,1,female,NA,2,0,367226,23.25,,Queenstown,16,NA,
3rd,1,male,NA,2,0,367226,23.25,,Queenstown,16,NA,
3rd,1,female,NA,0,0,330932,7.7874999,,Queenstown,13,NA,
3rd,0,male,NA,0,0,36568,15.5,,Queenstown,,NA,
3rd,1,female,NA,0,0,330931,7.87919998,,Queenstown,13,NA,
3rd,1,female,15,0,0,330923,8.0291996,,Queenstown,,NA,
3rd,0,female,35,0,0,9232,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,370372,7.75,,Queenstown,,NA,
3rd,0,male,24,1,0,376566,16.1000004,,Southampton,,NA,
3rd,0,female,19,1,0,376566,16.1000004,,Southampton,,53,
3rd,0,female,NA,0,0,370368,7.75,,Queenstown,,NA,
3rd,0,female,NA,0,0,SOTON/O.Q. 392087,8.05000019,,Southampton,,NA,
3rd,0,female,NA,0,0,343095,8.05000019,,Southampton,,NA,
3rd,0,male,55.5,0,0,A.5. 11206,8.05000019,,Southampton,,201,
3rd,0,male,NA,0,0,368703,7.75,,Queenstown,,NA,
3rd,1,male,21,0,0,345501,7.7750001,,Southampton,15,NA,
3rd,0,male,NA,0,0,359306,8.05000019,,Southampton,,NA,
3rd,0,male,24,0,0,349233,7.89580011,,Southampton,,NA,
3rd,0,male,21,0,0,349211,7.89580011,,Southampton,,NA,
3rd,0,male,28,0,0,349207,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,349221,7.89580011,,Southampton,,NA,
3rd,1,female,NA,0,0,330980,7.87919998,,Queenstown,16,NA,
3rd,0,male,25,0,0,348123,7.6500001,F G73,Southampton,,309,
3rd,1,male,6,0,1,392096,12.4750004,E121,Southampton,14,NA,
3rd,1,female,27,0,1,392096,12.4750004,E121,Southampton,14,NA,
3rd,0,male,NA,0,0,A4. 54510,8.05000019,,Southampton,,NA,
3rd,1,female,NA,1,0,371110,24.1499996,,Queenstown,16,NA,
3rd,0,male,NA,1,0,371110,24.1499996,,Queenstown,,NA,
3rd,0,male,NA,0,0,330877,8.45829964,,Queenstown,,NA,
3rd,0,male,34,0,0,364506,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,372622,7.75,,Queenstown,,NA,
3rd,1,male,NA,0,0,312991,7.7750001,,Southampton,B,NA,
3rd,1,male,NA,1,1,2661,15.2458,,Cherbourg,C,NA,
3rd,1,male,NA,1,1,2661,15.2458,,Cherbourg,C,NA,
3rd,1,female,NA,0,2,2661,15.2458,,Cherbourg,C,NA,
3rd,1,female,NA,0,0,2626,7.22919989,,Cherbourg,,NA,
3rd,0,male,NA,0,0,374746,8.05000019,,Southampton,,NA,
3rd,1,female,NA,0,0,35852,7.73330021,,Queenstown,16,NA,
3rd,1,female,24,0,0,382653,7.75,,Queenstown,15,NA,
3rd,0,male,NA,0,0,A./5. 3235,8.05000019,,Southampton,,NA,
3rd,1,female,NA,1,0,367230,15.5,,Queenstown,16,NA,
3rd,1,female,NA,1,0,367230,15.5,,Queenstown,16,NA,
3rd,1,female,NA,0,0,36568,15.5,,Queenstown,16,NA,
3rd,0,male,18,0,0,347078,7.75,,Southampton,,NA,
3rd,0,male,22,0,0,349206,7.89580011,,Southampton,,NA,
3rd,1,female,15,0,0,2667,7.2249999,,Cherbourg,C,NA,
3rd,1,female,1,0,2,2653,15.7417002,,Cherbourg,C,NA,
3rd,1,male,20,1,1,2653,15.7417002,,Cherbourg,C,NA,
3rd,1,female,19,1,1,2653,15.7417002,,Cherbourg,C,NA,
3rd,0,male,33,0,0,A./5. 3338,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,349218,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,2652,7.22919989,,Cherbourg,,NA,
3rd,0,female,NA,0,0,365237,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,349234,7.89580011,,Southampton,,NA,
3rd,1,male,12,1,0,2651,11.2417002,,Cherbourg,C,NA,
3rd,1,female,14,1,0,2651,11.2417002,,Cherbourg,C,NA,
3rd,0,female,29,0,0,3101297,7.92500019,,Southampton,,NA,
3rd,0,male,28,0,0,363611,8.05000019,,Southampton,,NA,
3rd,1,female,18,0,0,347066,7.7750001,,Southampton,D,NA,
3rd,1,female,26,0,0,347470,7.85419989,,Southampton,13,NA,
3rd,0,male,21,0,0,350410,7.85419989,,Southampton,,NA,
3rd,0,male,41,0,0,SOTON/O2 3101272,7.125,,Southampton,,NA,"Finland Sudbury, ON"
3rd,1,male,39,0,0,STON/O 2. 3101289,7.92500019,,Southampton,9,NA,
3rd,0,male,21,0,0,A/4. 39886,7.80000019,,Southampton,,NA,
3rd,0,male,28.5,0,0,2697,7.22919989,,Cherbourg,,181,
3rd,1,female,22,0,0,347081,7.75,,Southampton,13,NA,
3rd,0,male,61,0,0,345364,6.23750019,,Southampton,,NA,
3rd,0,male,NA,1,0,370365,15.5,,Queenstown,,NA,
3rd,0,male,NA,0,0,330979,7.82919979,,Queenstown,,NA,
3rd,1,female,NA,1,0,370365,15.5,,Queenstown,,NA,
3rd,0,male,NA,0,0,334912,7.73330021,,Queenstown,,NA,
3rd,0,male,NA,0,0,371060,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,366713,7.75,,Queenstown,,NA,
3rd,0,male,23,0,0,7267,9.22500038,,Southampton,,NA,
3rd,0,female,NA,0,0,364856,7.75,,Queenstown,,NA,
3rd,1,female,NA,0,0,14311,7.75,,Queenstown,D,NA,
3rd,1,female,NA,0,0,330959,7.87919998,,Queenstown,,NA,
3rd,1,female,22,0,0,347085,7.7750001,,Southampton,C,NA,
3rd,1,male,NA,0,0,368402,7.75,,Queenstown,B,NA,
3rd,1,female,NA,0,0,330919,7.82919979,,Queenstown,13,NA,
3rd,1,male,9,0,1,C 17368,3.17079997,,Southampton,13,NA,
3rd,0,male,28,0,0,C 4001,22.5249996,,Southampton,,173,
3rd,0,male,42,0,1,4579,8.4041996,,Southampton,,NA,
3rd,0,male,NA,0,0,Fa 265302,7.3125,,Southampton,,NA,
3rd,0,female,31,0,0,350407,7.85419989,,Southampton,,NA,
3rd,0,male,28,0,0,347464,7.85419989,,Southampton,,NA,
3rd,1,male,32,0,0,347079,7.7750001,,Southampton,A,NA,
3rd,0,male,20,0,0,6563,9.22500038,,Southampton,,89,"Oslo, Norway Cameron, WI"
3rd,0,female,23,0,0,315085,8.66250038,,Southampton,,NA,
3rd,0,female,20,0,0,315096,8.66250038,,Southampton,,NA,
3rd,0,male,20,0,0,315094,8.66250038,,Southampton,,NA,
3rd,0,male,16,0,0,7534,9.2166996,,Southampton,,NA,
3rd,1,female,31,0,0,349244,8.68330002,,Southampton,,NA,
3rd,0,female,NA,0,0,330909,7.62919998,,Queenstown,,NA,
3rd,0,male,2,3,1,349909,21.0750008,,Southampton,,4,
3rd,0,male,6,3,1,349909,21.0750008,,Southampton,,NA,
3rd,0,female,3,3,1,349909,21.0750008,,Southampton,,NA,
3rd,0,female,8,3,1,349909,21.0750008,,Southampton,,NA,
3rd,0,female,29,0,4,349909,21.0750008,,Southampton,,206,
3rd,0,male,1,4,1,3101295,39.6875,,Southampton,,NA,
3rd,0,male,7,4,1,3101295,39.6875,,Southampton,,NA,
3rd,0,male,2,4,1,3101295,39.6875,,Southampton,,NA,
3rd,0,male,16,4,1,3101295,39.6875,,Southampton,,NA,
3rd,0,male,14,4,1,3101295,39.6875,,Southampton,,NA,
3rd,0,female,41,0,5,3101295,39.6875,,Southampton,,NA,
3rd,0,male,21,0,0,315097,8.66250038,,Southampton,,NA,
3rd,0,male,19,0,0,358585,14.5,,Southampton,,NA,
3rd,0,male,NA,0,0,3411,8.71249962,,Cherbourg,,NA,
3rd,0,male,32,0,0,349242,7.89580011,,Southampton,,NA,
3rd,0,male,0.75,1,1,SOTON/O.Q. 3101315,13.7749996,,Southampton,,NA,
3rd,0,female,3,1,1,SOTON/O.Q. 3101315,13.7749996,,Southampton,,NA,
3rd,0,female,26,0,2,SOTON/O.Q. 3101315,13.7749996,,Southampton,,NA,
3rd,0,male,NA,0,0,343271,7,,Southampton,,NA,
3rd,0,male,NA,0,0,345498,7.7750001,,Southampton,,NA,
3rd,0,male,NA,0,0,A/5 2817,8.05000019,,Southampton,,NA,
3rd,0,male,21,0,0,STON/O 2. 3101294,7.92500019,,Southampton,,NA,
3rd,0,male,25,0,0,STON/O 2. 3101291,7.92500019,,Southampton,,NA,
3rd,0,male,22,0,0,A/5 21174,7.25,,Southampton,,NA,
3rd,1,male,25,1,0,347083,7.7750001,,Southampton,15,NA,
3rd,1,male,NA,1,1,2668,22.3582993,,Cherbourg,C,NA,
3rd,1,female,NA,1,1,2668,22.3582993,F E69,Cherbourg,D,NA,
3rd,1,female,NA,0,2,2668,22.3582993,,Cherbourg,D,NA,
3rd,0,female,NA,0,0,330935,8.13749981,,Queenstown,,NA,
3rd,0,male,24,0,0,342441,8.05000019,,Southampton,,NA,
3rd,0,female,28,0,0,349245,7.89580011,,Southampton,,NA,
3rd,0,male,19,0,0,349212,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,349215,7.89580011,,Southampton,,NA,
3rd,0,male,25,1,0,347076,7.7750001,,Southampton,,NA,
3rd,0,female,18,0,0,347087,7.7750001,,Southampton,,NA,
3rd,1,male,32,0,0,SOTON/O.Q. 392078,8.05000019,E10,Southampton,9,NA,
3rd,0,male,NA,0,0,349227,7.89580011,,Southampton,,NA,
3rd,0,male,17,0,0,315095,8.66250038,,Southampton,,NA,
3rd,0,male,24,0,0,315092,8.66250038,,Southampton,,NA,
3rd,0,male,NA,0,0,349223,7.89580011,,Southampton,,NA,
3rd,0,female,NA,0,0,65305,8.11250019,,Southampton,,NA,
3rd,0,male,NA,0,0,2629,7.22919989,,Cherbourg,,NA,
3rd,0,male,NA,0,0,362316,7.25,,Southampton,,NA,
3rd,0,male,38,0,0,349249,7.89580011,,Southampton,,NA,
3rd,0,male,21,0,0,342684,8.05000019,,Southampton,,NA,
3rd,0,male,10,4,1,382652,29.125,,Queenstown,,NA,
3rd,0,male,4,4,1,382652,29.125,,Queenstown,,NA,
3rd,0,male,7,4,1,382652,29.125,,Queenstown,,NA,
3rd,0,male,2,4,1,382652,29.125,,Queenstown,,NA,
3rd,0,male,8,4,1,382652,29.125,,Queenstown,,NA,
3rd,0,female,39,0,5,382652,29.125,,Queenstown,,327,
3rd,0,female,22,0,0,3101295,39.6875,,Southampton,,NA,
3rd,0,male,35,0,0,STON/O 2. 3101273,7.125,,Southampton,,NA,
3rd,1,female,NA,0,0,334915,7.72079992,,Queenstown,13,NA,
3rd,0,male,NA,0,0,364498,14.5,,Southampton,,NA,
3rd,0,female,NA,0,0,364498,14.5,,Southampton,,NA,
3rd,0,male,50,1,0,A/5. 3337,14.5,,Southampton,,119,
3rd,0,female,47,1,0,A/5. 3337,14.5,,Southampton,,7,
3rd,0,male,NA,0,0,S.C./A.4. 23567,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,312993,7.7750001,,Southampton,,NA,
3rd,0,female,2,1,1,370129,20.2124996,,Southampton,,NA,
3rd,0,male,18,1,1,370129,20.2124996,,Southampton,,NA,
3rd,0,female,41,0,2,370129,20.2124996,,Southampton,,NA,
3rd,1,female,NA,0,0,342712,8.05000019,,Southampton,C,NA,
3rd,0,male,50,0,0,A/5 3594,8.05000019,,Southampton,,NA,
3rd,0,male,16,0,0,A/4. 20589,8.05000019,,Southampton,,NA,
3rd,1,male,NA,0,0,383162,7.75,,Queenstown,14,NA,
3rd,0,male,NA,0,0,371110,24.1499996,,Queenstown,,NA,
3rd,0,male,NA,0,0,2671,7.22919989,,Cherbourg,,NA,
3rd,0,male,25,0,0,2672,7.2249999,,Cherbourg,,NA,
3rd,0,male,NA,0,0,2676,7.2249999,,Cherbourg,,NA,
3rd,0,male,NA,0,0,367655,7.72919989,,Queenstown,,NA,
3rd,0,male,NA,0,0,LP 1588,7.57499981,,Southampton,,NA,
3rd,0,male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,Southampton,,32,
3rd,0,male,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,male,14.5,8,2,CA. 2343,69.5500031,,Southampton,,67,
3rd,0,female,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,female,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,female,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,female,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,male,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,male,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,male,NA,8,2,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,male,NA,1,9,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,female,NA,1,9,CA. 2343,69.5500031,,Southampton,,NA,
3rd,0,male,24,0,0,7266,9.32499981,,Southampton,,NA,
3rd,1,female,21,0,0,343120,7.6500001,,Southampton,C,NA,
3rd,0,male,39,0,0,3101296,7.92500019,,Southampton,,NA,
3rd,0,male,NA,2,0,2662,21.6791992,,Cherbourg,,NA,
3rd,0,male,NA,2,0,2662,21.6791992,,Cherbourg,,NA,
3rd,0,male,NA,2,0,2662,21.6791992,,Cherbourg,,NA,
3rd,1,female,1,1,1,PP 9549,16.7000008,G6,Southampton,13,NA,
3rd,1,female,24,0,2,PP 9549,16.7000008,G6,Southampton,13,NA,
3rd,1,female,4,1,1,PP 9549,16.7000008,G6,Southampton,13,NA,
3rd,1,male,25,0,0,345768,9.5,,Southampton,11,NA,
3rd,0,male,20,0,0,A/5. 2151,8.05000019,,Southampton,,NA,
3rd,0,male,24.5,0,0,342826,8.05000019,,Southampton,,284,
3rd,0,male,NA,0,0,36209,7.7249999,,Queenstown,,NA,
3rd,0,male,NA,0,0,349222,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,370374,7.75,,Queenstown,,NA,
3rd,1,male,29,0,0,345779,9.5,,Southampton,11,NA,
3rd,0,male,NA,0,0,C.A. 6212,15.1000004,,Southampton,,NA,
3rd,1,female,NA,0,0,330968,7.77920008,,Queenstown,,NA,
3rd,0,male,NA,0,0,374910,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,SOTON/OQ 392082,8.05000019,,Southampton,,NA,
3rd,0,male,22,0,0,2669,7.22919989,,Cherbourg,,NA,
3rd,0,male,NA,0,0,392092,8.05000019,,Southampton,,NA,
3rd,0,male,40,0,0,349251,7.89580011,,Southampton,,NA,
3rd,0,male,21,0,0,STON/O 2. 3101280,7.92500019,,Southampton,,NA,
3rd,1,female,18,0,0,3101265,7.49580002,,Southampton,16,NA,
3rd,0,male,4,3,2,347088,27.8999996,,Southampton,,NA,
3rd,0,male,10,3,2,347088,27.8999996,,Southampton,,NA,
3rd,0,female,9,3,2,347088,27.8999996,,Southampton,,NA,
3rd,0,female,2,3,2,347088,27.8999996,,Southampton,,NA,
3rd,0,male,40,1,4,347088,27.8999996,,Southampton,,NA,
3rd,0,female,45,1,4,347088,27.8999996,,Southampton,,NA,
3rd,0,male,NA,0,0,349214,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,SOTON/OQ 392086,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,315037,8.66250038,,Southampton,,NA,
3rd,0,male,NA,0,0,384461,7.75,,Queenstown,,NA,
3rd,1,female,NA,0,0,335432,7.73330021,,Queenstown,13,NA,
3rd,0,male,19,0,0,348124,7.6500001,F G73,Southampton,,NA,
3rd,0,male,30,0,0,A.5. 18509,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,A.5. 3236,8.05000019,,Southampton,,NA,
3rd,0,male,32,0,0,STON/OQ. 369943,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,349208,7.89580011,,Southampton,,NA,
3rd,0,male,33,0,0,349239,8.66250038,,Cherbourg,,NA,
3rd,1,female,23,0,0,CA. 2314,7.55000019,,Southampton,C,NA,
3rd,0,male,21,0,0,A/4 45380,8.05000019,,Southampton,,NA,
3rd,0,male,60.5,0,0,3701,NA,,Southampton,,261,
3rd,0,male,19,0,0,349205,7.89580011,,Southampton,,NA,
3rd,0,female,22,0,0,7553,9.83749962,,Southampton,,NA,
3rd,1,male,31,0,0,STON/O 2. 3101288,7.92500019,,Southampton,9,NA,
3rd,0,male,27,0,0,315083,8.66250038,,Southampton,,NA,
3rd,0,female,2,0,1,347054,10.4624996,G6,Southampton,,NA,
3rd,0,female,29,1,1,347054,10.4624996,G6,Southampton,,NA,
3rd,1,male,16,0,0,SOTON/OQ 392089,8.05000019,,Southampton,B,NA,
3rd,1,male,44,0,0,STON/O 2. 3101269,7.92500019,,Southampton,15,NA,
3rd,0,male,25,0,0,SOTON/OQ 392076,7.05000019,,Southampton,,NA,
3rd,0,male,74,0,0,347060,7.7750001,,Southampton,,NA,
3rd,1,male,14,0,0,7538,9.22500038,,Southampton,13,NA,
3rd,0,male,24,0,0,350035,7.79580021,,Southampton,,NA,
3rd,1,male,25,0,0,350033,7.79580021,,Southampton,13 15,NA,
3rd,0,male,34,0,0,363294,8.05000019,,Southampton,,176,
3rd,1,male,0.416700006,0,1,2625,8.51669979,,Cherbourg,16,NA,
3rd,0,male,NA,1,0,2621,6.4375,,Cherbourg,,NA,
3rd,0,male,NA,0,0,2681,6.4375,,Cherbourg,,NA,
3rd,0,male,NA,0,0,2684,7.2249999,,Cherbourg,,NA,
3rd,1,female,16,1,1,2625,8.51669979,,Cherbourg,14,NA,
3rd,0,male,NA,0,0,32302,8.05000019,,Southampton,,NA,
3rd,0,male,NA,1,0,376564,16.1000004,,Southampton,,NA,
3rd,1,female,NA,1,0,376564,16.1000004,,Southampton,10,NA,
3rd,0,male,32,0,0,STON/O 2. 3101293,7.92500019,,Southampton,,NA,
3rd,0,male,NA,0,0,383121,7.75,F38,Queenstown,,NA,
3rd,0,male,NA,0,0,349216,7.89580011,,Southampton,,NA,
3rd,0,male,30.5,0,0,364499,8.05000019,,Southampton,,50,
3rd,0,male,44,0,0,364511,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,2673,7.22919989,,Cherbourg,,NA,
3rd,1,male,25,0,0,LINE,0,,Southampton,15,NA,
3rd,0,male,NA,0,0,2641,7.22919989,,Cherbourg,,NA,
3rd,1,male,7,1,1,2650,15.2458,,Cherbourg,C,NA,
3rd,1,female,9,1,1,2650,15.2458,,Cherbourg,C,NA,
3rd,1,female,29,0,2,2650,15.2458,,Cherbourg,C,NA,
3rd,0,male,36,0,0,349247,7.89580011,,Southampton,,NA,
3rd,1,female,18,0,0,4138,9.8416996,,Southampton,15,NA,
3rd,1,female,63,0,0,4134,9.58749962,,Southampton,15,NA,
3rd,0,male,NA,1,1,A/5. 851,14.5,,Southampton,,NA,
3rd,0,male,11.5,1,1,A/5. 851,14.5,,Southampton,,1,
3rd,0,male,40.5,0,2,A/5. 851,14.5,,Southampton,,255,
3rd,0,female,10,0,2,345773,24.1499996,,Southampton,,NA,
3rd,0,male,36,1,1,345773,24.1499996,,Southampton,,NA,
3rd,0,female,30,1,1,345773,24.1499996,,Southampton,,NA,
3rd,0,male,NA,0,0,345777,9.5,,Southampton,,NA,
3rd,0,male,33,0,0,345780,9.5,,Southampton,,NA,
3rd,0,male,28,0,0,345770,9.5,,Southampton,,NA,
3rd,0,male,28,0,0,345783,9.5,,Southampton,,NA,
3rd,0,male,47,0,0,345765,9,,Southampton,,NA,
3rd,0,female,18,2,0,345764,18,,Southampton,,NA,
3rd,0,male,31,3,0,345763,18,,Southampton,,NA,
3rd,0,male,16,2,0,345764,18,,Southampton,,NA,
3rd,0,female,31,1,0,345763,18,,Southampton,,NA,
3rd,1,male,22,0,0,2658,7.2249999,,Cherbourg,13 15,NA,
3rd,0,male,20,0,0,350416,7.85419989,,Southampton,,NA,
3rd,0,female,14,0,0,350406,7.85419989,,Southampton,,NA,
3rd,0,male,22,0,0,349252,7.89580011,,Southampton,,NA,
3rd,0,male,22,0,0,345767,9,,Southampton,,NA,"Antwerp, Belgium / Stanton, OH"
3rd,0,male,NA,0,0,359309,8.05000019,,Southampton,,NA,
3rd,0,male,NA,0,0,C.A. 49867,7.55000019,,Southampton,,NA,
3rd,0,male,NA,0,0,SOTON/OQ 3101316,8.05000019,,Southampton,,NA,
3rd,0,male,32.5,0,0,345775,9.5,,Southampton,,298,
3rd,1,female,38,0,0,2688,7.22919989,,Cherbourg,C,NA,
3rd,0,male,51,0,0,347064,7.75,,Southampton,,NA,
3rd,0,male,18,1,0,3101267,6.49580002,,Southampton,,314,
3rd,0,male,21,1,0,3101266,6.49580002,,Southampton,,NA,
3rd,1,female,47,1,0,363272,7,,Southampton,,NA,
3rd,0,male,NA,0,0,3410,8.71249962,,Southampton,,NA,
3rd,0,male,NA,0,0,S.O./P.P. 751,7.55000019,,Southampton,,NA,
3rd,0,male,NA,0,0,A/5 2466,8.05000019,,Southampton,,NA,
3rd,0,male,28.5,0,0,54636,16.1000004,,Southampton,,14,
3rd,0,male,21,0,0,SOTON/OQ 3101317,7.25,,Southampton,,NA,
3rd,0,male,27,0,0,315154,8.66250038,,Southampton,,131,
3rd,0,male,NA,0,0,A/4. 34244,7.25,,Southampton,,NA,
3rd,0,male,36,0,0,345771,9.5,,Southampton,,NA,
3rd,0,male,27,1,0,2659,14.4541998,,Cherbourg,C,NA,
3rd,1,female,15,1,0,2659,14.4541998,,Cherbourg,,NA,
3rd,0,male,45.5,0,0,2628,7.2249999,,Cherbourg,,312,
3rd,0,male,NA,0,0,2647,7.2249999,,Cherbourg,,NA,
3rd,0,male,NA,0,0,2627,14.4582996,,Cherbourg,,NA,
3rd,0,female,14.5,1,0,2665,14.4541998,,Cherbourg,,328,
3rd,0,female,NA,1,0,2665,14.4541998,,Cherbourg,,NA,
3rd,0,male,26.5,0,0,2656,7.2249999,,Cherbourg,,304,
3rd,0,male,27,0,0,2670,7.2249999,,Cherbourg,,NA,
3rd,0,male,29,0,0,315082,7.875,,Southampton,,NA,
